gender,SeniorCitizen,Partner,Dependents,tenure,customerID,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Cuentas_Diarias,Churn
Male,0,Yes,Yes,19,5828-AVIPD,One year,Yes,Electronic check,100.95,1875.55,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.365,Yes
Male,1,Yes,No,62,5828-DWPIL,Month-to-month,Yes,Electronic check,89.1,5618.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,2.9699999999999998,No
Female,0,Yes,No,23,5829-NVSQN,One year,Yes,Bank transfer (automatic),68.75,1689.45,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,2.2916666666666665,No
Male,0,Yes,Yes,29,5832-EXGTT,Month-to-month,Yes,Mailed check,60.2,1834.15,Yes,No,DSL,Yes,No,No,No,No,Yes,2.006666666666667,No
Male,0,No,No,29,5832-TRLPB,One year,Yes,Bank transfer (automatic),75.35,2243.9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,2.5116666666666663,No
Male,0,No,No,2,5832-XKAES,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes,No,Fiber optic,No,No,No,No,No,No,2.3266666666666667,Yes
Male,0,No,No,1,5834-ASPWA,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.515,Yes
Male,0,No,No,3,5835-BEQEU,Month-to-month,Yes,Electronic check,76.95,228.4,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.565,Yes
Female,0,Yes,Yes,21,5837-LXSDN,One year,Yes,Credit card (automatic),58.85,1215.45,Yes,No,DSL,No,Yes,No,No,Yes,No,1.9616666666666667,No
Male,0,No,No,16,5839-SUYVZ,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,Yes,No,Fiber optic,No,No,No,Yes,No,No,2.485,No
Female,0,Yes,Yes,16,5840-NVDCG,Two year,No,Bank transfer (automatic),68.25,1114.85,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,2.275,No
Female,0,Yes,No,5,5842-POCOP,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,2.9633333333333334,Yes
Female,0,No,No,18,5843-TTHGI,Month-to-month,Yes,Mailed check,50.0,892.7,Yes,No,DSL,No,No,Yes,No,No,No,1.6666666666666667,No
Female,0,Yes,Yes,33,5844-QVTAT,One year,Yes,Mailed check,58.45,1955.4,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1.9483333333333335,No
Male,0,Yes,Yes,35,5845-BZZIB,Two year,No,Mailed check,20.1,655.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67,No
Male,0,Yes,No,71,5846-ABOBJ,Two year,No,Bank transfer (automatic),24.45,1730.65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.815,No
Male,0,Yes,Yes,71,5846-NEQVZ,Two year,Yes,Credit card (automatic),70.85,4973.4,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,2.3616666666666664,No
Female,0,Yes,Yes,33,5846-QFDFI,Month-to-month,No,Credit card (automatic),88.6,2888.7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,2.953333333333333,No
Male,0,No,No,22,5847-MXBEO,One year,No,Mailed check,20.3,475.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6766666666666666,No
Female,0,No,No,68,5848-FHRFC,Two year,No,Bank transfer (automatic),20.05,1386.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Male,0,No,Yes,27,5849-ASHZJ,One year,No,Credit card (automatic),20.05,552.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Female,0,No,No,6,5850-BDWCY,Month-to-month,No,Mailed check,20.2,123.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6733333333333333,No
Male,0,Yes,Yes,70,5854-KSRBJ,Two year,No,Mailed check,25.4,1782.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8466666666666666,No
Female,0,Yes,No,49,5855-EIBDE,Two year,No,Credit card (automatic),106.65,5174.35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,3.555,No
Male,1,Yes,No,44,5857-TYBCJ,Month-to-month,Yes,Electronic check,89.2,4040.2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,2.9733333333333336,No
Female,0,No,Yes,2,5857-XRECV,One year,No,Bank transfer (automatic),20.5,38.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6833333333333333,No
Male,0,No,No,1,5858-EAFCZ,Month-to-month,No,Mailed check,44.45,44.45,Yes,No,DSL,No,No,No,No,No,No,1.4816666666666667,No
Male,0,Yes,Yes,26,5859-HZYLF,Two year,Yes,Credit card (automatic),19.15,515.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6383333333333333,No
Male,0,No,No,46,5862-BRIXZ,Two year,Yes,Bank transfer (automatic),60.75,2893.4,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,2.025,No
Female,0,No,No,10,5863-OOKCL,Month-to-month,No,Mailed check,18.85,163.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6283333333333334,No
Male,0,No,Yes,1,5868-CZJDR,Month-to-month,Yes,Mailed check,31.35,31.35,No,No phone service,DSL,No,Yes,No,No,No,No,1.0450000000000002,Yes
Male,0,No,Yes,1,5868-YTYKS,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.675,No
Male,1,Yes,No,6,5868-YWPDW,Month-to-month,Yes,Electronic check,84.2,519.15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2.8066666666666666,Yes
Male,0,No,No,32,5871-DGTXZ,One year,No,Mailed check,19.8,607.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66,No
Female,0,No,No,60,5872-OEQNH,One year,Yes,Electronic check,44.45,2773.9,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,1.4816666666666667,No
Male,0,No,No,1,5875-YPQFJ,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,No,Fiber optic,No,No,No,No,No,No,2.33,Yes
Female,0,Yes,Yes,6,5876-HZVZM,Month-to-month,No,Credit card (automatic),55.9,365.35,Yes,No,DSL,Yes,Yes,No,No,No,No,1.8633333333333333,Yes
Female,0,Yes,Yes,23,5876-QMYLD,One year,No,Mailed check,20.05,415.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Female,0,Yes,No,72,5879-HMFFH,Two year,No,Bank transfer (automatic),88.05,6520.8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.935,No
Female,0,No,No,11,5879-SESNB,Month-to-month,No,Electronic check,75.25,888.65,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5083333333333333,No
Female,0,Yes,Yes,5,5882-CMAZQ,Month-to-month,No,Electronic check,34.25,163.55,No,No phone service,DSL,No,Yes,No,Yes,No,No,1.1416666666666666,No
Male,0,No,No,19,5883-GTGVD,Month-to-month,Yes,Electronic check,99.95,1931.75,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3316666666666666,Yes
Female,0,Yes,Yes,72,5884-FBCTL,Two year,No,Bank transfer (automatic),25.1,1857.85,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8366666666666667,No
Male,0,No,No,1,5884-GCYMI,Month-to-month,No,Mailed check,69.4,69.4,Yes,No,Fiber optic,No,No,No,No,No,No,2.3133333333333335,Yes
Male,0,Yes,No,35,5886-VLQVU,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,2.9949999999999997,No
Male,0,Yes,Yes,58,5887-IKKYO,Two year,No,Bank transfer (automatic),94.35,5563.65,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,3.145,No
Female,1,Yes,No,50,5889-JTMUL,Month-to-month,Yes,Electronic check,95.05,4888.7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.1683333333333334,Yes
Female,0,No,No,13,5889-LFOLL,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.82,Yes
Female,0,No,Yes,72,5893-KCLGT,Two year,Yes,Mailed check,19.75,1567.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6583333333333333,No
Male,0,No,No,56,5893-PYOLZ,Two year,Yes,Credit card (automatic),81.8,4534.45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2.7266666666666666,No
Male,0,No,No,9,5895-QSXOD,Month-to-month,No,Mailed check,70.05,657.5,Yes,No,Fiber optic,No,No,No,No,No,No,2.335,No
Male,0,Yes,Yes,3,5896-NPFWW,Month-to-month,Yes,Electronic check,50.15,168.15,Yes,No,DSL,No,No,Yes,No,No,No,1.6716666666666666,Yes
Female,1,Yes,No,67,5897-ZYEKH,One year,Yes,Electronic check,105.6,7112.15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.52,No
Male,0,Yes,Yes,31,5898-IGSLP,Month-to-month,No,Electronic check,89.3,2823.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,2.9766666666666666,No
Female,0,No,No,13,5899-MQZZL,Month-to-month,Yes,Mailed check,75.0,999.45,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5,Yes
Male,0,No,No,31,5899-OUVKV,Month-to-month,Yes,Electronic check,94.5,2979.2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,3.15,No
Female,0,Yes,Yes,70,5902-WBLSE,Two year,Yes,Credit card (automatic),20.15,1411.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6716666666666666,No
Male,0,No,No,1,5906-BFOZT,Month-to-month,Yes,Mailed check,19.5,19.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.65,No
Female,0,Yes,Yes,45,5906-CVLHP,One year,Yes,Credit card (automatic),54.15,2319.8,Yes,No,DSL,No,Yes,No,Yes,No,No,1.805,Yes
Female,0,Yes,Yes,55,5906-DVAPM,One year,Yes,Credit card (automatic),75.0,4213.9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,2.5,No
Male,1,No,No,15,5908-QMGOE,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4733333333333336,Yes
Female,0,No,No,1,5909-ECHUI,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,No,DSL,No,No,No,No,No,Yes,1.875,Yes
Male,1,Yes,No,34,5913-INRQV,One year,No,Mailed check,90.15,3128.8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,3.0050000000000003,No
Female,1,No,No,18,5914-DVBWJ,Month-to-month,Yes,Electronic check,85.45,1505.85,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,2.8483333333333336,Yes
Female,0,Yes,No,32,5914-GXMDA,One year,No,Mailed check,19.3,593.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6433333333333333,No
Male,0,Yes,No,72,5914-XRFQB,Two year,Yes,Bank transfer (automatic),115.8,8424.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.86,No
Male,0,Yes,No,70,5915-ANOEI,Two year,No,Mailed check,79.15,5536.5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,2.6383333333333336,No
Female,0,Yes,No,49,5915-DGNVC,One year,No,Electronic check,71.8,3472.05,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,2.393333333333333,No
Female,0,Yes,No,2,5916-QEWPT,Month-to-month,No,Credit card (automatic),69.0,147.8,Yes,No,DSL,No,No,Yes,No,Yes,Yes,2.3,No
Female,0,Yes,Yes,37,5917-HBSDW,Month-to-month,No,Electronic check,19.35,683.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.645,No
Male,1,No,No,32,5917-RYRMG,One year,No,Credit card (automatic),19.8,587.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66,No
Female,0,No,No,32,5918-VUKWP,One year,No,Bank transfer (automatic),20.55,654.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.685,No
Female,0,No,Yes,1,5919-TMRGD,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.645,Yes
Male,0,No,No,2,5919-VCZYM,Month-to-month,No,Mailed check,20.05,42.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Male,0,Yes,No,64,5921-NGYRH,Month-to-month,Yes,Mailed check,73.55,4764.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,2.4516666666666667,No
Female,0,Yes,No,19,5922-ABDVO,Month-to-month,No,Mailed check,89.65,1761.05,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,2.9883333333333337,Yes
Male,0,No,No,10,5923-GXUOC,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.48,Yes
Male,0,Yes,Yes,13,5924-IFQTT,Month-to-month,Yes,Electronic check,72.8,930.05,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,2.4266666666666667,No
Female,0,No,Yes,41,5924-SNGKP,One year,Yes,Credit card (automatic),20.25,865.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.675,No
Male,0,No,No,9,5928-QLDHB,Month-to-month,Yes,Electronic check,76.25,684.85,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5416666666666665,No
Male,0,No,No,69,5930-GBIWP,Two year,Yes,Credit card (automatic),81.5,5553.25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.716666666666667,No
Male,1,Yes,No,7,5931-FLJJF,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,No,Fiber optic,No,No,No,No,No,No,2.3366666666666664,Yes
Female,0,No,Yes,22,5934-RMPOV,Month-to-month,Yes,Electronic check,84.75,1816.75,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.825,No
Female,0,Yes,Yes,23,5934-TSSAU,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.51,No
Female,1,No,No,17,5935-FCCNB,Month-to-month,Yes,Electronic check,94.2,1608.15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.14,No
Male,1,Yes,No,15,5937-EORGB,Month-to-month,Yes,Electronic check,96.5,1392.25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,3.216666666666667,No
Male,0,Yes,Yes,48,5939-SXWHM,Two year,No,Bank transfer (automatic),26.3,1245.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8766666666666667,No
Female,0,No,No,19,5939-XAIXZ,Month-to-month,Yes,Mailed check,56.1,1033.9,Yes,Yes,DSL,No,No,Yes,No,No,No,1.87,No
Male,0,No,No,1,5940-AHUHD,Month-to-month,No,Mailed check,70.6,70.6,Yes,No,Fiber optic,No,No,No,No,No,No,2.353333333333333,Yes
Male,0,Yes,Yes,19,5940-NFXKV,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.7883333333333336,Yes
Male,0,No,No,53,5944-UGLLK,One year,No,Credit card (automatic),54.9,3045.75,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,1.8299999999999998,No
Male,0,Yes,No,71,5945-AZYHT,One year,Yes,Electronic check,109.6,7854.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.6533333333333333,No
Female,0,Yes,Yes,15,5947-SGKCL,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.5116666666666663,No
Male,0,No,No,2,5948-UJZLF,Month-to-month,No,Mailed check,49.25,97.0,Yes,No,DSL,No,Yes,No,No,No,No,1.6416666666666666,No
Male,0,Yes,Yes,4,5949-EBSQK,Month-to-month,No,Credit card (automatic),61.45,229.55,Yes,No,DSL,No,No,No,Yes,No,Yes,2.0483333333333333,Yes
Female,0,Yes,No,26,5949-HGVJL,Month-to-month,Yes,Electronic check,73.05,1959.5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,2.435,No
Female,0,Yes,Yes,8,5949-XIKAE,Month-to-month,Yes,Electronic check,83.55,680.05,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,2.7849999999999997,Yes
Male,0,No,No,18,5950-AAAGJ,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.81,No
Male,0,No,No,33,5951-AOFIH,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,2.2133333333333334,No
Female,0,No,No,72,5954-BDFSG,Two year,Yes,Credit card (automatic),107.5,7853.7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.5833333333333335,No
Female,0,No,No,6,5955-EPOAZ,Month-to-month,Yes,Mailed check,20.95,109.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6983333333333334,No
Male,0,Yes,No,18,5955-ERIHD,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1566666666666667,Yes
Female,1,Yes,No,5,5956-VKDTT,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.478333333333333,Yes
Male,1,No,No,21,5956-YHHRX,Month-to-month,Yes,Electronic check,104.35,2271.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.478333333333333,No
Male,1,No,No,32,5959-BELXA,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.205,Yes
Male,0,No,No,3,5960-MVTUK,Month-to-month,Yes,Electronic check,29.75,96.85,No,No phone service,DSL,No,No,No,Yes,No,No,0.9916666666666667,No
Male,0,No,No,1,5960-WPXQM,Month-to-month,Yes,Electronic check,79.05,79.05,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.635,Yes
Female,0,No,No,12,5961-VUSRV,One year,Yes,Bank transfer (automatic),19.35,219.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.645,No
Male,0,Yes,Yes,72,5965-GGPRW,Two year,No,Bank transfer (automatic),105.25,7609.75,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,3.5083333333333333,No
Male,0,Yes,No,64,5966-EMAZU,One year,Yes,Mailed check,108.5,6880.85,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.6166666666666667,No
Male,0,Yes,Yes,47,5968-HYJRZ,Two year,No,Mailed check,24.55,1160.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8183333333333334,No
Male,0,No,No,2,5968-VXZLG,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,Yes,No,DSL,No,No,No,No,No,No,1.5533333333333335,No
Male,0,Yes,Yes,72,5968-XQIVE,One year,Yes,Electronic check,89.7,6588.95,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2.99,No
Male,0,Yes,Yes,46,5970-GHJAW,Two year,No,Credit card (automatic),19.95,862.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999,No
Male,0,No,No,51,5973-EJGDP,Month-to-month,Yes,Electronic check,87.35,4473.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,2.9116666666666666,No
Male,0,Yes,Yes,36,5975-BAICR,One year,Yes,Credit card (automatic),63.7,2188.5,Yes,No,DSL,Yes,No,Yes,No,No,Yes,2.1233333333333335,No
Male,0,Yes,No,10,5976-JCJRH,Month-to-month,Yes,Electronic check,70.3,738.2,Yes,No,Fiber optic,No,No,No,No,No,No,2.3433333333333333,Yes
Female,0,Yes,Yes,43,5977-CKHON,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,3.085,No
Male,0,Yes,No,72,5980-BDHPY,Two year,Yes,Bank transfer (automatic),87.1,6230.1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.9033333333333333,No
Female,0,Yes,No,44,5980-NOPLP,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.203333333333333,Yes
Male,0,Yes,No,40,5981-ITEMU,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.2366666666666664,Yes
Female,1,No,No,35,5981-ZVXOT,One year,Yes,Electronic check,108.35,3726.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.6116666666666664,No
Female,0,Yes,Yes,37,5982-FPVQN,Month-to-month,Yes,Electronic check,95.15,3532.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3.171666666666667,No
Female,0,Yes,Yes,23,5982-PSMKW,Two year,Yes,Credit card (automatic),91.1,2198.3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0366666666666666,No
Female,0,No,No,65,5982-XMDEX,Two year,No,Bank transfer (automatic),26.5,1698.55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8833333333333333,No
Female,1,Yes,No,72,5985-BEHZK,One year,No,Credit card (automatic),105.0,7578.05,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.5,No
Female,0,No,No,32,5985-TBABQ,One year,No,Mailed check,74.75,2282.95,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,2.4916666666666667,No
Male,0,No,Yes,39,5986-WWXDV,One year,No,Bank transfer (automatic),19.35,779.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.645,No
Female,0,Yes,No,68,5989-AXPUC,Two year,No,Mailed check,118.6,7990.05,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.953333333333333,No
Female,0,Yes,Yes,24,5989-OMNJE,One year,No,Electronic check,57.6,1367.75,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,1.9200000000000002,No
Female,0,No,No,16,5989-PGKJB,Month-to-month,Yes,Electronic check,86.25,1340.1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2.875,No
Male,0,No,No,12,5993-BQHEA,One year,No,Credit card (automatic),20.05,267.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Female,0,No,No,66,5993-JSUWV,Two year,Yes,Bank transfer (automatic),61.15,4017.45,Yes,No,DSL,Yes,Yes,Yes,No,No,No,2.038333333333333,No
Male,0,No,No,58,5995-LFTLE,Two year,Yes,Credit card (automatic),25.3,1474.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8433333333333334,No
Male,0,No,No,12,5995-OIGLP,Month-to-month,No,Mailed check,56.65,654.85,Yes,No,DSL,Yes,No,No,Yes,No,No,1.8883333333333332,Yes
Male,1,Yes,No,23,5995-SNNEW,Month-to-month,Yes,Electronic check,104.45,2184.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.481666666666667,No
Female,0,No,No,37,5995-WWKKG,One year,Yes,Electronic check,19.8,695.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66,No
